Epoch-Num	Learning-Rate	Train-Loss	Train-acc-B	Train-acc	Valid-Loss	Valid-acc-B	Valid-acc	
30.000000	0.009741	1.576000	70.266000	75.282000	1.466000	78.434000	82.272000	
31.000000	0.009725	1.576000	70.671000	74.479000	1.486000	77.411000	81.583000	
32.000000	0.009707	1.570000	69.896000	75.043000	1.524000	74.451000	78.313000	
33.000000	0.009690	1.555000	72.184000	76.020000	1.488000	76.851000	81.239000	
34.000000	0.009671	1.549000	71.635000	75.803000	1.486000	74.816000	79.002000	
35.000000	0.009652	1.533000	72.650000	77.214000	1.475000	78.481000	80.551000	
36.000000	0.009633	1.554000	71.495000	75.391000	1.455000	76.379000	80.723000	
37.000000	0.009613	1.537000	73.812000	77.496000	1.444000	78.934000	82.616000	
38.000000	0.009593	1.539000	72.283000	76.476000	1.472000	75.503000	81.067000	
39.000000	0.009572	1.539000	72.073000	76.497000	1.482000	75.064000	80.723000	
40.000000	0.009551	1.524000	73.741000	77.973000	1.415000	83.033000	84.854000	
41.000000	0.009529	1.525000	73.883000	78.190000	1.467000	77.326000	80.207000	
42.000000	0.009507	1.508000	74.510000	78.581000	1.454000	79.382000	81.928000	
43.000000	0.009484	1.496000	75.542000	79.362000	1.457000	78.994000	81.583000	
44.000000	0.009460	1.496000	75.457000	79.058000	1.456000	79.744000	82.100000	
45.000000	0.009437	1.491000	76.565000	80.013000	1.421000	82.523000	84.337000	
46.000000	0.009412	1.488000	76.604000	80.252000	1.436000	78.234000	81.583000	
47.000000	0.009388	1.476000	77.425000	80.360000	1.421000	78.919000	82.616000	
48.000000	0.009363	1.476000	76.563000	80.230000	1.431000	79.869000	82.616000	
49.000000	0.009337	1.483000	77.532000	80.165000	1.438000	80.545000	83.477000	
50.000000	0.009311	1.487000	76.879000	79.905000	1.415000	81.901000	83.477000	
51.000000	0.009284	1.482000	77.050000	80.078000	1.409000	79.663000	83.305000	
52.000000	0.009257	1.482000	76.510000	79.905000	1.454000	78.045000	81.411000	
53.000000	0.009229	1.470000	77.895000	81.055000	1.401000	82.132000	83.993000	
54.000000	0.009201	1.465000	78.524000	81.272000	1.419000	79.485000	82.788000	
55.000000	0.009173	1.467000	77.573000	80.707000	1.437000	76.704000	81.239000	
56.000000	0.009144	1.451000	79.077000	81.749000	1.430000	80.558000	83.305000	
57.000000	0.009115	1.459000	77.914000	81.185000	1.385000	83.344000	85.370000	
58.000000	0.009085	1.466000	77.503000	80.816000	1.432000	77.837000	80.379000	
59.000000	0.009055	1.456000	78.553000	81.293000	1.397000	81.563000	84.682000	
60.000000	0.009024	1.450000	79.504000	82.118000	1.384000	82.570000	84.854000	
61.000000	0.008993	1.453000	78.678000	81.510000	1.398000	80.665000	83.477000	
62.000000	0.008961	1.445000	79.402000	82.183000	1.366000	84.471000	86.919000	
63.000000	0.008929	1.459000	78.745000	81.359000	1.430000	78.385000	82.272000	
64.000000	0.008897	1.433000	80.832000	83.030000	1.392000	80.121000	83.133000	
65.000000	0.008864	1.432000	80.367000	82.400000	1.410000	82.423000	84.337000	
66.000000	0.008831	1.433000	80.767000	83.030000	1.405000	80.967000	84.509000	
67.000000	0.008797	1.440000	80.201000	82.899000	1.375000	84.136000	85.026000	
68.000000	0.008763	1.415000	81.086000	83.485000	1.413000	80.009000	83.477000	
69.000000	0.008729	1.442000	79.317000	82.031000	1.419000	78.248000	81.928000	
70.000000	0.008694	1.424000	81.057000	83.398000	1.393000	81.178000	83.649000	
71.000000	0.008658	1.445000	79.758000	81.814000	1.400000	80.116000	84.165000	
72.000000	0.008623	1.423000	80.675000	83.008000	1.383000	83.427000	85.370000	
73.000000	0.008587	1.417000	80.646000	83.442000	1.396000	79.527000	83.821000	
74.000000	0.008550	1.430000	80.221000	82.986000	1.365000	83.504000	85.886000	
75.000000	0.008513	1.410000	81.800000	83.876000	1.371000	83.372000	85.886000	
76.000000	0.008476	1.405000	82.200000	84.614000	1.388000	82.749000	85.026000	
77.000000	0.008439	1.415000	81.280000	83.312000	1.370000	84.252000	85.370000	
78.000000	0.008401	1.397000	82.922000	84.852000	1.433000	78.261000	80.895000	
79.000000	0.008362	1.384000	83.128000	84.939000	1.387000	81.325000	83.993000	
80.000000	0.008323	1.413000	80.887000	83.312000	1.388000	81.790000	84.509000	
81.000000	0.008284	1.414000	81.450000	83.594000	1.387000	82.316000	85.026000	
82.000000	0.008245	1.409000	81.975000	83.767000	1.392000	81.986000	84.682000	
83.000000	0.008205	1.415000	81.690000	83.746000	1.419000	81.527000	83.477000	
84.000000	0.008165	1.390000	83.261000	85.048000	1.392000	80.553000	84.509000	
85.000000	0.008125	1.380000	84.140000	86.220000	1.422000	79.673000	83.133000	
86.000000	0.008084	1.397000	82.111000	84.527000	1.363000	83.294000	86.059000	
87.000000	0.008043	1.391000	82.621000	84.983000	1.380000	82.136000	84.682000	
88.000000	0.008001	1.392000	82.855000	84.961000	1.377000	82.357000	85.026000	
89.000000	0.007960	1.380000	84.066000	86.089000	1.368000	83.111000	86.231000	
90.000000	0.007917	1.389000	82.468000	84.614000	1.401000	80.159000	83.649000	
91.000000	0.007875	1.380000	83.629000	85.786000	1.372000	80.622000	83.649000	
92.000000	0.007832	1.378000	83.570000	85.677000	1.362000	81.714000	84.682000	
93.000000	0.007789	1.380000	83.534000	85.438000	1.381000	81.511000	84.682000	
94.000000	0.007746	1.379000	83.900000	85.677000	1.363000	83.013000	86.059000	
95.000000	0.007702	1.381000	83.241000	85.503000	1.422000	80.282000	82.444000	
96.000000	0.007658	1.387000	83.368000	85.069000	1.370000	83.997000	85.886000	
97.000000	0.007614	1.379000	84.214000	85.460000	1.380000	83.605000	85.714000	
98.000000	0.007570	1.365000	84.670000	86.589000	1.350000	84.078000	86.575000	
99.000000	0.007525	1.380000	84.793000	86.393000	1.391000	81.177000	83.993000	
100.000000	0.007480	1.378000	84.562000	86.046000	1.362000	83.199000	84.682000	
101.000000	0.007435	1.373000	83.408000	85.677000	1.372000	84.792000	86.575000	
102.000000	0.007389	1.373000	83.951000	86.068000	1.369000	82.576000	84.682000	
103.000000	0.007343	1.359000	85.858000	87.261000	1.359000	84.394000	86.231000	
104.000000	0.007297	1.364000	85.147000	86.654000	1.362000	83.435000	86.231000	
105.000000	0.007251	1.354000	85.805000	87.283000	1.376000	81.618000	83.821000	
106.000000	0.007204	1.356000	85.051000	86.979000	1.359000	83.997000	86.575000	
107.000000	0.007158	1.356000	85.189000	86.957000	1.388000	81.804000	83.821000	
108.000000	0.007111	1.344000	86.269000	87.500000	1.346000	84.029000	85.542000	
109.000000	0.007063	1.355000	85.201000	87.153000	1.404000	80.404000	82.272000	
110.000000	0.007016	1.361000	84.587000	86.567000	1.349000	83.403000	85.714000	
111.000000	0.006968	1.338000	86.500000	87.847000	1.338000	85.460000	87.952000	
112.000000	0.006920	1.351000	86.362000	87.543000	1.374000	81.865000	84.682000	
113.000000	0.006872	1.355000	85.413000	86.957000	1.353000	84.733000	85.886000	
114.000000	0.006824	1.352000	85.377000	87.088000	1.352000	83.378000	85.714000	
115.000000	0.006775	1.351000	85.897000	87.457000	1.363000	82.896000	84.682000	
116.000000	0.006727	1.351000	85.182000	87.174000	1.368000	84.298000	86.231000	
117.000000	0.006678	1.342000	86.484000	88.173000	1.347000	83.011000	86.059000	
118.000000	0.006629	1.343000	86.021000	87.609000	1.344000	84.386000	86.059000	
119.000000	0.006580	1.358000	85.459000	87.044000	1.357000	82.004000	85.370000	
120.000000	0.006530	1.332000	87.241000	88.911000	1.375000	82.625000	84.509000	
121.000000	0.006481	1.339000	86.319000	88.043000	1.371000	83.197000	85.026000	
122.000000	0.006431	1.341000	85.873000	87.587000	1.362000	84.379000	86.059000	
123.000000	0.006381	1.349000	85.911000	87.109000	1.358000	83.248000	85.542000	
124.000000	0.006331	1.336000	86.357000	88.021000	1.338000	85.352000	86.747000	
125.000000	0.006281	1.332000	86.340000	88.108000	1.329000	83.542000	86.575000	
126.000000	0.006231	1.326000	87.417000	88.932000	1.366000	82.352000	85.198000	
127.000000	0.006180	1.328000	87.127000	88.672000	1.352000	84.572000	86.747000	
128.000000	0.006130	1.332000	86.699000	88.281000	1.374000	81.809000	83.993000	
129.000000	0.006079	1.318000	87.171000	88.889000	1.378000	82.226000	83.993000	
130.000000	0.006028	1.329000	87.023000	88.824000	1.360000	82.923000	84.682000	
131.000000	0.005978	1.347000	86.071000	87.500000	1.349000	84.275000	85.886000	
132.000000	0.005927	1.323000	86.927000	88.628000	1.338000	85.120000	86.231000	
133.000000	0.005876	1.330000	86.532000	88.151000	1.350000	84.312000	86.575000	
134.000000	0.005824	1.317000	87.781000	89.128000	1.375000	82.766000	83.993000	
135.000000	0.005773	1.311000	88.272000	89.692000	1.346000	83.162000	85.886000	
136.000000	0.005722	1.323000	87.600000	88.976000	1.334000	84.760000	86.919000	
137.000000	0.005670	1.319000	87.787000	88.976000	1.363000	83.739000	85.198000	
138.000000	0.005619	1.310000	88.402000	89.996000	1.350000	83.743000	86.059000	
139.000000	0.005567	1.320000	87.168000	88.672000	1.336000	84.123000	86.231000	
140.000000	0.005516	1.301000	89.018000	90.299000	1.340000	84.904000	86.919000	
141.000000	0.005464	1.312000	87.702000	89.193000	1.355000	83.365000	85.714000	
142.000000	0.005413	1.302000	88.428000	89.627000	1.321000	85.111000	87.263000	
143.000000	0.005361	1.314000	87.729000	89.453000	1.329000	83.692000	85.542000	
144.000000	0.005309	1.319000	87.476000	88.715000	1.314000	85.960000	87.952000	
145.000000	0.005257	1.298000	89.065000	90.495000	1.336000	84.089000	85.886000	
146.000000	0.005205	1.300000	89.558000	90.516000	1.333000	84.623000	87.091000	
147.000000	0.005154	1.315000	88.689000	89.540000	1.366000	82.054000	84.165000	
148.000000	0.005102	1.311000	88.375000	89.497000	1.352000	84.104000	85.714000	
149.000000	0.005050	1.294000	88.929000	90.213000	1.359000	83.071000	85.542000	
150.000000	0.004998	1.293000	90.176000	91.124000	1.338000	84.384000	86.919000	
151.000000	0.004946	1.302000	88.884000	90.148000	1.332000	85.190000	86.575000	
152.000000	0.004895	1.298000	88.508000	90.365000	1.314000	84.541000	87.091000	
153.000000	0.004843	1.298000	89.081000	90.256000	1.350000	84.248000	86.231000	
154.000000	0.004791	1.298000	89.249000	90.538000	1.336000	85.872000	87.435000	
155.000000	0.004739	1.309000	88.129000	89.280000	1.352000	83.603000	85.714000	
156.000000	0.004687	1.290000	89.235000	91.081000	1.331000	85.301000	86.919000	
157.000000	0.004636	1.308000	88.415000	89.583000	1.315000	85.757000	87.091000	
158.000000	0.004584	1.308000	87.323000	89.236000	1.340000	84.106000	86.403000	
159.000000	0.004533	1.292000	89.195000	90.191000	1.325000	86.754000	87.780000	
160.000000	0.004481	1.287000	90.038000	90.777000	1.321000	86.173000	88.468000	
161.000000	0.004430	1.298000	88.733000	90.017000	1.322000	86.001000	86.747000	
162.000000	0.004378	1.298000	88.951000	89.952000	1.341000	85.335000	86.919000	
163.000000	0.004327	1.291000	89.582000	90.321000	1.307000	87.033000	88.468000	
164.000000	0.004276	1.279000	89.844000	91.081000	1.330000	83.399000	85.542000	
165.000000	0.004224	1.284000	90.483000	91.319000	1.318000	86.420000	88.296000	
166.000000	0.004173	1.290000	89.334000	90.495000	1.319000	85.978000	87.952000	
167.000000	0.004122	1.291000	89.445000	90.734000	1.306000	86.568000	88.640000	
168.000000	0.004072	1.274000	89.987000	91.059000	1.313000	86.205000	87.435000	
169.000000	0.004021	1.298000	88.286000	89.865000	1.337000	86.227000	87.435000	
170.000000	0.003970	1.291000	88.700000	90.191000	1.322000	86.198000	87.435000	
171.000000	0.003920	1.273000	90.584000	91.623000	1.317000	84.490000	86.919000	
172.000000	0.003869	1.295000	88.738000	90.061000	1.315000	84.837000	86.403000	
173.000000	0.003819	1.280000	90.239000	91.254000	1.328000	87.068000	88.124000	
174.000000	0.003769	1.291000	88.722000	90.538000	1.312000	87.337000	88.640000	
175.000000	0.003719	1.282000	90.351000	91.168000	1.317000	86.616000	88.124000	
176.000000	0.003669	1.274000	90.530000	91.536000	1.340000	82.935000	85.198000	
177.000000	0.003619	1.274000	89.631000	90.929000	1.326000	84.446000	87.091000	
178.000000	0.003570	1.273000	90.242000	91.471000	1.293000	86.835000	88.468000	
179.000000	0.003520	1.287000	89.154000	90.538000	1.308000	87.479000	88.812000	
180.000000	0.003471	1.276000	90.120000	91.450000	1.310000	88.046000	89.501000	
181.000000	0.003422	1.274000	90.429000	91.450000	1.297000	86.349000	88.640000	
182.000000	0.003373	1.279000	90.191000	91.211000	1.302000	86.408000	87.952000	
183.000000	0.003325	1.282000	89.641000	90.885000	1.304000	86.952000	88.812000	
184.000000	0.003276	1.275000	90.077000	91.298000	1.321000	85.902000	87.435000	
185.000000	0.003228	1.265000	90.846000	91.949000	1.298000	86.375000	88.468000	
186.000000	0.003180	1.278000	89.779000	91.102000	1.317000	86.440000	87.952000	
187.000000	0.003132	1.258000	91.411000	92.383000	1.326000	85.222000	87.091000	
188.000000	0.003084	1.271000	89.615000	90.690000	1.309000	85.612000	87.780000	
189.000000	0.003037	1.275000	90.867000	91.580000	1.310000	84.714000	86.919000	
190.000000	0.002989	1.267000	91.120000	91.927000	1.316000	85.374000	87.608000	
191.000000	0.002942	1.284000	89.794000	90.929000	1.316000	84.847000	86.919000	
192.000000	0.002896	1.280000	89.365000	90.907000	1.330000	84.741000	86.575000	
193.000000	0.002849	1.285000	89.231000	90.365000	1.314000	86.126000	87.780000	
194.000000	0.002803	1.277000	89.709000	91.211000	1.315000	85.164000	86.919000	
195.000000	0.002757	1.259000	91.518000	92.144000	1.309000	85.123000	87.780000	
196.000000	0.002711	1.266000	91.205000	91.905000	1.326000	85.008000	86.919000	
197.000000	0.002665	1.262000	91.555000	92.383000	1.313000	84.831000	86.919000	
198.000000	0.002620	1.281000	90.569000	91.406000	1.303000	85.606000	87.608000	
199.000000	0.002575	1.279000	90.411000	91.580000	1.299000	86.611000	88.640000	
200.000000	0.002530	1.263000	91.077000	91.862000	1.321000	85.087000	86.747000	
201.000000	0.002486	1.254000	91.671000	92.361000	1.295000	86.696000	88.296000	
202.000000	0.002442	1.273000	90.159000	91.298000	1.316000	87.183000	88.812000	
203.000000	0.002398	1.261000	91.075000	91.949000	1.301000	86.483000	88.296000	
204.000000	0.002354	1.270000	90.619000	91.645000	1.297000	85.090000	87.091000	
205.000000	0.002311	1.253000	91.721000	92.752000	1.308000	86.172000	87.608000	
206.000000	0.002268	1.261000	90.611000	91.840000	1.294000	88.407000	89.157000	
207.000000	0.002225	1.246000	91.729000	92.578000	1.310000	85.679000	87.435000	
208.000000	0.002183	1.275000	90.431000	91.298000	1.307000	85.266000	87.435000	
209.000000	0.002140	1.258000	91.520000	92.600000	1.318000	84.869000	86.747000	
210.000000	0.002099	1.255000	91.464000	92.426000	1.325000	84.955000	86.575000	
211.000000	0.002057	1.258000	91.203000	92.296000	1.296000	87.379000	88.468000	
212.000000	0.002016	1.251000	91.467000	92.426000	1.310000	86.038000	87.608000	
213.000000	0.001975	1.255000	91.376000	92.643000	1.319000	85.812000	87.952000	
214.000000	0.001935	1.256000	90.787000	92.014000	1.316000	85.641000	87.435000	
215.000000	0.001895	1.268000	90.634000	91.623000	1.317000	84.503000	86.403000	
216.000000	0.001855	1.262000	91.472000	92.231000	1.300000	86.250000	88.124000	
217.000000	0.001816	1.263000	91.265000	92.122000	1.319000	85.118000	86.747000	
218.000000	0.001777	1.257000	91.229000	92.513000	1.310000	85.858000	86.919000	
219.000000	0.001738	1.254000	91.995000	92.643000	1.304000	86.316000	87.952000	
220.000000	0.001699	1.263000	91.347000	92.274000	1.293000	86.162000	88.124000	
221.000000	0.001661	1.248000	91.697000	92.773000	1.317000	83.795000	86.403000	
222.000000	0.001624	1.251000	91.712000	92.622000	1.302000	85.809000	87.435000	
223.000000	0.001587	1.250000	91.532000	92.426000	1.291000	86.551000	87.780000	
224.000000	0.001550	1.265000	91.333000	92.166000	1.294000	87.039000	88.124000	
225.000000	0.001513	1.258000	91.510000	92.383000	1.310000	86.345000	88.296000	
226.000000	0.001477	1.271000	90.043000	91.081000	1.312000	85.579000	87.780000	
227.000000	0.001442	1.275000	90.552000	91.515000	1.307000	86.803000	88.640000	
228.000000	0.001406	1.252000	91.914000	92.708000	1.302000	86.288000	87.952000	
229.000000	0.001371	1.258000	91.134000	92.318000	1.297000	85.767000	87.608000	
230.000000	0.001337	1.253000	91.614000	92.448000	1.294000	87.334000	88.124000	
231.000000	0.001303	1.248000	91.795000	92.773000	1.300000	86.662000	88.124000	
232.000000	0.001269	1.243000	92.411000	93.446000	1.296000	87.368000	88.124000	
233.000000	0.001236	1.249000	91.272000	92.296000	1.318000	84.610000	86.403000	
234.000000	0.001203	1.253000	91.254000	92.296000	1.307000	86.431000	87.952000	
235.000000	0.001171	1.246000	92.069000	92.839000	1.286000	87.832000	88.985000	
236.000000	0.001139	1.249000	91.824000	92.383000	1.307000	86.092000	87.435000	
237.000000	0.001107	1.235000	92.292000	93.186000	1.282000	86.646000	88.124000	
238.000000	0.001076	1.250000	91.865000	92.578000	1.296000	86.317000	88.124000	
239.000000	0.001045	1.230000	92.532000	93.511000	1.284000	87.926000	88.812000	
240.000000	0.001015	1.256000	91.669000	92.600000	1.298000	87.009000	88.468000	
241.000000	0.000985	1.244000	92.542000	93.381000	1.283000	87.189000	88.296000	
242.000000	0.000956	1.243000	92.255000	93.077000	1.285000	87.261000	88.640000	
243.000000	0.000927	1.241000	91.991000	92.773000	1.309000	86.662000	87.952000	
244.000000	0.000899	1.247000	92.262000	92.860000	1.298000	86.880000	88.296000	
245.000000	0.000871	1.259000	90.783000	91.992000	1.326000	85.320000	87.608000	
246.000000	0.000843	1.252000	91.087000	92.188000	1.291000	86.569000	88.124000	
247.000000	0.000816	1.240000	92.365000	93.121000	1.286000	88.016000	89.329000	
248.000000	0.000789	1.246000	92.346000	93.359000	1.291000	85.925000	87.435000	
249.000000	0.000763	1.240000	92.158000	93.359000	1.297000	87.646000	88.468000	
250.000000	0.000737	1.231000	92.500000	93.229000	1.285000	88.120000	88.812000	
251.000000	0.000712	1.243000	91.988000	92.817000	1.292000	86.121000	87.608000	
252.000000	0.000688	1.248000	91.869000	92.535000	1.298000	87.766000	88.468000	
253.000000	0.000663	1.242000	91.925000	92.839000	1.296000	85.956000	87.780000	
254.000000	0.000640	1.238000	91.409000	92.600000	1.295000	86.116000	87.780000	
255.000000	0.000616	1.249000	91.162000	92.231000	1.299000	87.509000	88.468000	
256.000000	0.000593	1.248000	91.963000	92.947000	1.293000	87.076000	88.640000	
257.000000	0.000571	1.234000	92.716000	93.555000	1.303000	85.654000	87.091000	
258.000000	0.000549	1.242000	92.088000	92.817000	1.285000	86.465000	87.952000	
259.000000	0.000528	1.249000	91.504000	92.708000	1.308000	85.816000	87.780000	
260.000000	0.000507	1.238000	92.668000	93.294000	1.293000	86.899000	88.468000	
261.000000	0.000487	1.250000	92.078000	93.012000	1.290000	87.399000	88.296000	
262.000000	0.000467	1.226000	93.310000	93.967000	1.304000	85.185000	86.747000	
263.000000	0.000448	1.241000	92.455000	93.316000	1.305000	86.320000	87.608000	
264.000000	0.000429	1.242000	91.967000	92.947000	1.295000	87.415000	88.468000	
265.000000	0.000410	1.233000	92.942000	93.707000	1.286000	87.143000	88.640000	
266.000000	0.000393	1.237000	92.593000	93.359000	1.317000	86.379000	88.124000	
267.000000	0.000375	1.242000	92.322000	93.077000	1.304000	86.347000	87.608000	
268.000000	0.000359	1.245000	91.782000	92.708000	1.307000	87.305000	88.640000	
269.000000	0.000342	1.243000	92.299000	93.121000	1.286000	86.441000	87.780000	
270.000000	0.000327	1.236000	92.931000	93.576000	1.296000	86.392000	87.435000	
271.000000	0.000311	1.248000	91.808000	92.708000	1.313000	87.062000	88.124000	
272.000000	0.000297	1.231000	92.834000	93.338000	1.292000	87.771000	88.640000	
273.000000	0.000282	1.239000	92.307000	93.294000	1.305000	85.460000	87.263000	
274.000000	0.000269	1.242000	92.484000	93.533000	1.320000	85.197000	86.747000	
275.000000	0.000256	1.255000	91.647000	92.339000	1.286000	86.781000	88.124000	
276.000000	0.000243	1.237000	92.640000	93.620000	1.290000	87.704000	88.985000	
277.000000	0.000231	1.242000	92.327000	93.186000	1.292000	86.692000	87.952000	
278.000000	0.000219	1.242000	93.070000	93.793000	1.287000	87.925000	88.640000	
279.000000	0.000208	1.229000	92.621000	93.685000	1.295000	86.084000	87.435000	
280.000000	0.000198	1.233000	92.665000	93.511000	1.291000	87.560000	88.296000	
281.000000	0.000188	1.234000	92.887000	93.576000	1.286000	86.780000	88.468000	
282.000000	0.000178	1.231000	93.115000	93.620000	1.292000	87.125000	88.640000	
283.000000	0.000169	1.242000	91.994000	93.121000	1.278000	88.906000	89.673000	
284.000000	0.000161	1.243000	92.520000	93.251000	1.292000	86.356000	87.952000	
285.000000	0.000153	1.223000	93.617000	94.184000	1.305000	86.526000	88.124000	
286.000000	0.000146	1.235000	92.704000	93.533000	1.277000	88.417000	88.985000	
287.000000	0.000139	1.229000	92.757000	93.772000	1.285000	86.685000	88.296000	
288.000000	0.000133	1.238000	92.761000	93.490000	1.309000	86.564000	87.780000	
289.000000	0.000127	1.233000	93.101000	93.815000	1.299000	86.718000	87.952000	
290.000000	0.000122	1.243000	92.306000	92.990000	1.315000	86.519000	87.952000	
291.000000	0.000117	1.229000	93.473000	94.032000	1.277000	88.448000	89.501000	
292.000000	0.000113	1.236000	92.633000	93.555000	1.293000	87.834000	88.985000	
293.000000	0.000110	1.228000	93.203000	93.859000	1.285000	86.643000	88.124000	
294.000000	0.000107	1.247000	91.883000	92.860000	1.292000	87.499000	88.640000	
295.000000	0.000104	1.236000	92.809000	93.338000	1.299000	87.074000	88.124000	
296.000000	0.000102	1.232000	92.352000	93.490000	1.284000	88.017000	89.157000	
297.000000	0.000101	1.223000	94.287000	94.705000	1.295000	86.307000	87.780000	
298.000000	0.000100	1.229000	93.589000	94.293000	1.283000	87.891000	88.985000	
299.000000	0.000100	1.242000	92.322000	93.056000	1.287000	86.755000	88.296000	
