Epoch-Num	Learning-Rate	Train-Loss	Train-acc-B	Train-acc	Valid-Loss	Valid-acc-B	Valid-acc	
57.000000	0.009115	1.454000	79.411000	81.576000	1.421000	79.079000	81.583000	
58.000000	0.009085	1.437000	79.254000	81.923000	1.472000	81.248000	81.239000	
59.000000	0.009055	1.446000	79.685000	82.270000	1.413000	79.158000	81.928000	
60.000000	0.009024	1.433000	80.246000	82.812000	1.403000	83.014000	84.509000	
61.000000	0.008993	1.450000	79.308000	81.684000	1.373000	84.111000	85.542000	
62.000000	0.008961	1.441000	79.970000	82.378000	1.424000	81.337000	83.993000	
63.000000	0.008929	1.434000	80.548000	82.509000	1.413000	83.314000	83.821000	
64.000000	0.008897	1.428000	81.277000	83.268000	1.385000	82.405000	84.854000	
65.000000	0.008864	1.435000	80.276000	82.595000	1.375000	83.006000	84.854000	
66.000000	0.008831	1.414000	81.500000	83.702000	1.387000	82.695000	84.682000	
67.000000	0.008797	1.414000	81.725000	83.832000	1.385000	82.577000	84.682000	
68.000000	0.008763	1.410000	81.716000	83.876000	1.404000	80.432000	82.100000	
69.000000	0.008729	1.424000	81.200000	83.268000	1.373000	82.687000	85.198000	
70.000000	0.008694	1.415000	82.233000	83.963000	1.379000	81.693000	83.649000	
71.000000	0.008658	1.398000	82.564000	85.200000	1.364000	85.631000	86.231000	
72.000000	0.008623	1.421000	80.685000	83.008000	1.446000	77.639000	81.067000	
73.000000	0.008587	1.418000	81.686000	83.919000	1.356000	86.022000	86.747000	
74.000000	0.008550	1.411000	81.863000	84.201000	1.402000	82.418000	83.993000	
75.000000	0.008513	1.405000	81.890000	84.006000	1.366000	83.339000	85.370000	
76.000000	0.008476	1.424000	81.416000	83.116000	1.372000	83.736000	85.542000	
77.000000	0.008439	1.408000	82.056000	84.527000	1.364000	84.089000	86.231000	
78.000000	0.008401	1.389000	83.625000	85.547000	1.361000	85.983000	87.091000	
79.000000	0.008362	1.410000	82.847000	84.701000	1.361000	85.838000	86.747000	
80.000000	0.008323	1.391000	83.294000	85.048000	1.396000	83.336000	84.165000	
81.000000	0.008284	1.394000	82.829000	84.983000	1.401000	81.963000	83.477000	
82.000000	0.008245	1.397000	82.771000	84.657000	1.377000	81.629000	84.682000	
83.000000	0.008205	1.404000	82.249000	84.310000	1.367000	83.632000	86.747000	
84.000000	0.008165	1.389000	82.793000	85.460000	1.367000	84.513000	85.542000	
85.000000	0.008125	1.391000	83.815000	85.655000	1.340000	87.685000	88.640000	
86.000000	0.008084	1.392000	83.396000	85.113000	1.354000	84.273000	86.059000	
87.000000	0.008043	1.399000	82.035000	84.158000	1.369000	81.736000	84.854000	
88.000000	0.008001	1.384000	84.366000	86.089000	1.354000	86.003000	87.435000	
89.000000	0.007960	1.386000	83.675000	85.221000	1.350000	85.497000	87.435000	
90.000000	0.007917	1.381000	84.030000	85.525000	1.340000	86.396000	87.952000	
91.000000	0.007875	1.374000	83.653000	85.677000	1.371000	83.030000	85.026000	
92.000000	0.007832	1.379000	84.238000	85.547000	1.382000	82.982000	84.682000	
93.000000	0.007789	1.366000	84.906000	86.784000	1.379000	83.348000	85.542000	
94.000000	0.007746	1.403000	82.990000	84.614000	1.379000	82.920000	84.854000	
95.000000	0.007702	1.374000	83.709000	85.699000	1.370000	84.554000	85.886000	
96.000000	0.007658	1.374000	83.281000	85.655000	1.369000	84.277000	85.714000	
97.000000	0.007614	1.365000	85.024000	86.263000	1.367000	83.658000	86.231000	
98.000000	0.007570	1.374000	84.443000	86.046000	1.362000	85.373000	86.403000	
99.000000	0.007525	1.374000	83.741000	85.460000	1.373000	84.392000	85.542000	
100.000000	0.007480	1.364000	84.672000	86.176000	1.342000	84.915000	86.575000	
101.000000	0.007435	1.375000	84.130000	85.699000	1.364000	83.578000	85.542000	
102.000000	0.007389	1.354000	85.242000	86.871000	1.369000	83.032000	85.198000	
103.000000	0.007343	1.340000	85.999000	87.695000	1.346000	84.989000	86.575000	
104.000000	0.007297	1.348000	86.859000	88.173000	1.399000	82.622000	84.337000	
105.000000	0.007251	1.362000	85.189000	86.849000	1.354000	85.998000	87.608000	
106.000000	0.007204	1.360000	85.779000	87.218000	1.371000	84.496000	85.714000	
107.000000	0.007158	1.350000	85.873000	87.326000	1.360000	82.488000	85.198000	
108.000000	0.007111	1.349000	86.701000	88.368000	1.354000	84.291000	86.403000	
109.000000	0.007063	1.342000	86.417000	87.739000	1.355000	83.694000	85.714000	
110.000000	0.007016	1.365000	84.849000	86.567000	1.333000	85.929000	87.608000	
111.000000	0.006968	1.339000	86.320000	87.717000	1.343000	85.063000	87.263000	
112.000000	0.006920	1.331000	86.973000	88.390000	1.378000	84.514000	86.231000	
113.000000	0.006872	1.344000	87.115000	87.956000	1.384000	81.958000	84.682000	
114.000000	0.006824	1.355000	85.220000	87.001000	1.361000	84.567000	86.403000	
115.000000	0.006775	1.338000	86.501000	88.173000	1.336000	86.985000	87.608000	
116.000000	0.006727	1.346000	85.349000	87.044000	1.374000	84.628000	85.542000	
117.000000	0.006678	1.328000	86.988000	88.498000	1.344000	85.341000	86.919000	
118.000000	0.006629	1.335000	86.624000	88.021000	1.339000	85.220000	86.919000	
119.000000	0.006580	1.330000	87.655000	88.542000	1.353000	86.043000	87.091000	
120.000000	0.006530	1.327000	87.255000	88.737000	1.349000	84.606000	86.231000	
121.000000	0.006481	1.333000	86.667000	88.260000	1.322000	86.972000	87.780000	
122.000000	0.006431	1.326000	87.685000	88.563000	1.350000	85.267000	86.231000	
123.000000	0.006381	1.343000	86.696000	87.912000	1.348000	84.808000	86.575000	
124.000000	0.006331	1.338000	86.688000	87.695000	1.350000	84.156000	87.091000	
125.000000	0.006281	1.363000	84.752000	86.502000	1.348000	84.521000	86.575000	
126.000000	0.006231	1.336000	86.563000	88.021000	1.343000	86.606000	87.435000	
127.000000	0.006180	1.331000	87.056000	88.303000	1.351000	86.266000	86.747000	
128.000000	0.006130	1.327000	87.335000	88.607000	1.340000	86.649000	87.780000	
129.000000	0.006079	1.341000	86.496000	88.043000	1.317000	86.446000	87.608000	
130.000000	0.006028	1.315000	88.537000	89.583000	1.320000	86.509000	87.780000	
131.000000	0.005978	1.330000	86.690000	88.759000	1.336000	84.972000	86.919000	
132.000000	0.005927	1.328000	86.790000	88.390000	1.326000	85.248000	87.263000	
133.000000	0.005876	1.343000	86.384000	87.717000	1.354000	82.749000	85.026000	
134.000000	0.005824	1.322000	86.956000	88.694000	1.321000	85.245000	86.403000	
135.000000	0.005773	1.324000	87.030000	88.759000	1.345000	85.593000	86.575000	
136.000000	0.005722	1.308000	88.647000	89.475000	1.350000	85.121000	86.575000	
137.000000	0.005670	1.320000	87.186000	88.585000	1.325000	86.340000	87.608000	
138.000000	0.005619	1.313000	88.632000	89.779000	1.323000	86.740000	87.952000	
139.000000	0.005567	1.318000	87.785000	88.954000	1.343000	85.184000	86.403000	
140.000000	0.005516	1.322000	87.172000	88.520000	1.342000	84.817000	86.403000	
141.000000	0.005464	1.299000	89.375000	90.148000	1.324000	86.063000	87.263000	
142.000000	0.005413	1.306000	88.928000	90.039000	1.354000	85.813000	87.091000	
143.000000	0.005361	1.308000	87.954000	89.540000	1.334000	86.411000	87.435000	
144.000000	0.005309	1.301000	88.871000	90.039000	1.333000	85.084000	87.091000	
145.000000	0.005257	1.307000	88.084000	89.171000	1.322000	86.936000	87.780000	
146.000000	0.005205	1.312000	87.990000	89.562000	1.345000	85.355000	86.231000	
147.000000	0.005154	1.306000	88.368000	89.735000	1.341000	83.905000	86.059000	
148.000000	0.005102	1.315000	87.124000	88.672000	1.338000	87.835000	88.124000	
149.000000	0.005050	1.314000	87.500000	88.845000	1.339000	85.403000	87.091000	
150.000000	0.004998	1.310000	88.389000	89.583000	1.331000	85.828000	86.919000	
151.000000	0.004946	1.297000	88.532000	89.844000	1.339000	85.955000	86.747000	
152.000000	0.004895	1.299000	88.669000	90.039000	1.327000	85.556000	86.919000	
153.000000	0.004843	1.298000	88.870000	89.974000	1.336000	85.691000	86.747000	
154.000000	0.004791	1.301000	89.410000	90.082000	1.335000	84.715000	87.263000	
155.000000	0.004739	1.308000	87.750000	89.366000	1.336000	84.686000	86.747000	
156.000000	0.004687	1.319000	88.048000	89.214000	1.319000	88.241000	88.812000	
157.000000	0.004636	1.287000	89.348000	90.777000	1.332000	85.708000	87.608000	
158.000000	0.004584	1.303000	88.447000	89.431000	1.334000	86.491000	87.435000	
159.000000	0.004533	1.289000	90.143000	90.755000	1.341000	85.859000	86.403000	
160.000000	0.004481	1.296000	89.286000	90.321000	1.309000	86.764000	88.468000	
161.000000	0.004430	1.275000	90.319000	91.189000	1.358000	83.291000	84.509000	
162.000000	0.004378	1.303000	87.717000	88.976000	1.320000	87.157000	88.468000	
163.000000	0.004327	1.297000	89.321000	90.256000	1.326000	87.497000	88.640000	
164.000000	0.004276	1.285000	90.139000	91.102000	1.326000	85.042000	86.575000	
165.000000	0.004224	1.308000	87.897000	89.431000	1.314000	86.351000	87.952000	
166.000000	0.004173	1.295000	89.056000	90.126000	1.321000	88.289000	88.812000	
167.000000	0.004122	1.298000	89.186000	90.278000	1.349000	84.154000	86.059000	
168.000000	0.004072	1.271000	90.120000	91.385000	1.327000	85.845000	87.091000	
169.000000	0.004021	1.288000	88.710000	90.148000	1.341000	86.525000	87.608000	
170.000000	0.003970	1.276000	90.621000	91.515000	1.324000	87.692000	87.780000	
171.000000	0.003920	1.290000	89.980000	90.907000	1.319000	85.139000	86.919000	
172.000000	0.003869	1.289000	89.074000	90.169000	1.318000	85.648000	87.780000	
173.000000	0.003819	1.277000	90.872000	91.840000	1.306000	86.690000	87.608000	
174.000000	0.003769	1.292000	89.300000	90.582000	1.320000	86.856000	87.780000	
175.000000	0.003719	1.287000	89.468000	90.516000	1.310000	87.614000	88.468000	
176.000000	0.003669	1.266000	91.034000	91.602000	1.309000	88.337000	89.157000	
177.000000	0.003619	1.289000	89.271000	90.929000	1.320000	86.866000	87.952000	
178.000000	0.003570	1.285000	89.086000	90.560000	1.302000	86.684000	87.952000	
179.000000	0.003520	1.298000	88.852000	89.996000	1.314000	86.205000	87.952000	
180.000000	0.003471	1.266000	89.991000	91.385000	1.307000	88.518000	89.157000	
181.000000	0.003422	1.286000	89.695000	91.059000	1.313000	86.185000	88.468000	
182.000000	0.003373	1.283000	90.109000	91.059000	1.304000	86.938000	88.124000	
183.000000	0.003325	1.278000	89.641000	90.929000	1.305000	88.100000	88.985000	
184.000000	0.003276	1.274000	90.531000	91.406000	1.326000	86.139000	87.608000	
185.000000	0.003228	1.277000	90.005000	91.102000	1.316000	86.724000	88.640000	
186.000000	0.003180	1.268000	91.121000	92.361000	1.305000	87.908000	88.640000	
187.000000	0.003132	1.284000	90.119000	90.777000	1.325000	86.203000	87.435000	
188.000000	0.003084	1.273000	90.181000	91.233000	1.327000	86.613000	87.780000	
189.000000	0.003037	1.276000	90.179000	91.102000	1.321000	86.683000	88.124000	
190.000000	0.002989	1.266000	91.111000	92.014000	1.314000	87.155000	87.780000	
191.000000	0.002942	1.256000	91.188000	92.426000	1.321000	87.796000	88.296000	
192.000000	0.002896	1.261000	91.159000	92.339000	1.312000	87.401000	88.640000	
193.000000	0.002849	1.297000	89.045000	90.104000	1.326000	86.353000	86.919000	
194.000000	0.002803	1.273000	90.415000	91.493000	1.299000	87.707000	88.468000	
195.000000	0.002757	1.280000	89.742000	90.799000	1.305000	87.448000	88.468000	
196.000000	0.002711	1.269000	90.137000	91.341000	1.318000	87.148000	88.296000	
197.000000	0.002665	1.255000	91.274000	92.101000	1.319000	87.564000	88.640000	
198.000000	0.002620	1.269000	90.871000	91.775000	1.319000	86.933000	87.263000	
199.000000	0.002575	1.265000	91.238000	91.840000	1.316000	85.341000	86.919000	
200.000000	0.002530	1.275000	90.544000	91.536000	1.317000	87.067000	87.952000	
201.000000	0.002486	1.275000	90.038000	91.081000	1.306000	86.889000	88.124000	
202.000000	0.002442	1.259000	91.823000	92.470000	1.323000	86.343000	87.435000	
203.000000	0.002398	1.263000	90.799000	91.797000	1.312000	85.689000	87.091000	
204.000000	0.002354	1.262000	91.358000	92.318000	1.314000	86.694000	87.952000	
205.000000	0.002311	1.276000	90.228000	91.298000	1.312000	87.344000	88.468000	
206.000000	0.002268	1.259000	91.856000	92.448000	1.307000	86.370000	87.608000	
207.000000	0.002225	1.265000	90.640000	91.710000	1.311000	88.389000	88.812000	
208.000000	0.002183	1.258000	91.335000	92.166000	1.337000	85.666000	87.091000	
209.000000	0.002140	1.254000	91.892000	92.730000	1.307000	87.166000	88.296000	
210.000000	0.002099	1.249000	91.994000	92.730000	1.318000	87.047000	87.780000	
211.000000	0.002057	1.259000	91.172000	92.122000	1.308000	86.549000	87.780000	
212.000000	0.002016	1.266000	91.001000	91.385000	1.306000	87.425000	88.296000	
213.000000	0.001975	1.254000	91.627000	92.274000	1.312000	86.136000	87.780000	
214.000000	0.001935	1.255000	91.127000	92.274000	1.309000	87.131000	88.296000	
215.000000	0.001895	1.252000	91.452000	92.513000	1.314000	87.611000	87.780000	
216.000000	0.001855	1.251000	91.481000	92.535000	1.309000	87.067000	87.608000	
217.000000	0.001816	1.257000	91.354000	92.296000	1.318000	86.239000	86.919000	
218.000000	0.001777	1.267000	90.854000	91.688000	1.325000	85.172000	86.747000	
219.000000	0.001738	1.257000	91.217000	92.079000	1.290000	89.120000	89.673000	
220.000000	0.001699	1.258000	91.252000	92.361000	1.330000	86.058000	87.263000	
221.000000	0.001661	1.249000	91.766000	92.839000	1.304000	86.604000	87.780000	
222.000000	0.001624	1.247000	91.890000	92.600000	1.316000	85.691000	87.435000	
223.000000	0.001587	1.259000	91.233000	92.101000	1.310000	87.384000	87.952000	
224.000000	0.001550	1.242000	92.277000	92.817000	1.293000	88.009000	88.985000	
225.000000	0.001513	1.271000	90.695000	91.536000	1.313000	86.550000	87.608000	
226.000000	0.001477	1.247000	91.893000	92.622000	1.305000	85.914000	87.435000	
227.000000	0.001442	1.250000	91.519000	92.600000	1.305000	87.598000	88.468000	
228.000000	0.001406	1.241000	92.333000	93.294000	1.291000	87.746000	88.468000	
229.000000	0.001371	1.242000	92.306000	93.207000	1.301000	89.124000	89.501000	
230.000000	0.001337	1.245000	92.625000	93.077000	1.321000	87.345000	88.124000	
231.000000	0.001303	1.259000	90.471000	91.580000	1.302000	89.118000	88.985000	
232.000000	0.001269	1.260000	90.769000	91.884000	1.300000	87.226000	88.124000	
233.000000	0.001236	1.246000	92.660000	93.121000	1.311000	86.339000	87.608000	
234.000000	0.001203	1.238000	92.279000	93.294000	1.314000	87.861000	88.812000	
235.000000	0.001171	1.257000	91.693000	92.405000	1.302000	87.431000	88.468000	
236.000000	0.001139	1.237000	93.208000	93.815000	1.297000	87.428000	88.468000	
237.000000	0.001107	1.260000	91.469000	92.361000	1.300000	87.146000	88.296000	
238.000000	0.001076	1.251000	91.808000	92.513000	1.290000	89.021000	89.501000	
239.000000	0.001045	1.250000	91.818000	92.665000	1.303000	87.153000	87.952000	
240.000000	0.001015	1.257000	90.987000	91.927000	1.310000	86.987000	88.124000	
241.000000	0.000985	1.256000	91.924000	92.600000	1.308000	87.586000	88.468000	
242.000000	0.000956	1.239000	92.719000	93.555000	1.288000	87.714000	88.640000	
243.000000	0.000927	1.238000	93.310000	93.837000	1.290000	88.642000	89.329000	
244.000000	0.000899	1.259000	91.154000	92.079000	1.291000	87.428000	88.985000	
245.000000	0.000871	1.223000	93.303000	93.967000	1.306000	87.170000	88.296000	
246.000000	0.000843	1.227000	93.249000	94.054000	1.312000	87.454000	88.468000	
247.000000	0.000816	1.245000	91.705000	92.535000	1.317000	86.341000	87.263000	
248.000000	0.000789	1.237000	92.445000	93.424000	1.305000	87.229000	88.296000	
249.000000	0.000763	1.238000	92.105000	92.925000	1.301000	87.318000	88.296000	
250.000000	0.000737	1.240000	91.941000	92.795000	1.309000	86.010000	87.608000	
251.000000	0.000712	1.236000	92.312000	93.077000	1.299000	87.269000	88.124000	
252.000000	0.000688	1.229000	92.953000	93.728000	1.304000	86.863000	87.952000	
253.000000	0.000663	1.257000	91.821000	92.556000	1.302000	88.954000	89.329000	
254.000000	0.000640	1.236000	92.699000	93.316000	1.292000	89.174000	90.189000	
255.000000	0.000616	1.243000	91.764000	92.882000	1.294000	87.552000	88.640000	
256.000000	0.000593	1.247000	91.718000	92.535000	1.301000	87.244000	88.296000	
257.000000	0.000571	1.239000	92.099000	92.752000	1.304000	86.797000	87.780000	
258.000000	0.000549	1.234000	92.169000	93.229000	1.290000	88.439000	88.985000	
259.000000	0.000528	1.242000	92.695000	93.403000	1.288000	87.480000	88.468000	
260.000000	0.000507	1.235000	92.923000	93.511000	1.316000	85.847000	87.263000	
261.000000	0.000487	1.225000	93.319000	94.076000	1.292000	88.298000	89.673000	
262.000000	0.000467	1.244000	92.245000	92.839000	1.307000	87.669000	88.468000	
263.000000	0.000448	1.247000	91.735000	92.556000	1.327000	87.547000	88.296000	
264.000000	0.000429	1.247000	91.510000	92.491000	1.309000	86.810000	87.435000	
265.000000	0.000410	1.224000	93.895000	94.076000	1.305000	87.714000	88.812000	
266.000000	0.000393	1.229000	92.965000	93.924000	1.297000	87.499000	88.468000	
267.000000	0.000375	1.240000	92.481000	93.229000	1.299000	88.259000	88.812000	
268.000000	0.000359	1.246000	91.992000	93.099000	1.315000	87.560000	88.124000	
269.000000	0.000342	1.241000	92.587000	93.099000	1.292000	88.764000	89.501000	
270.000000	0.000327	1.238000	92.689000	93.164000	1.307000	86.493000	87.780000	
271.000000	0.000311	1.234000	92.594000	93.381000	1.326000	85.645000	87.263000	
272.000000	0.000297	1.236000	92.084000	93.316000	1.300000	87.234000	88.468000	
273.000000	0.000282	1.256000	91.046000	92.079000	1.285000	88.950000	89.673000	
274.000000	0.000269	1.239000	92.529000	93.012000	1.308000	86.898000	87.952000	
275.000000	0.000256	1.258000	91.315000	92.166000	1.307000	87.240000	87.952000	
276.000000	0.000243	1.247000	92.441000	92.969000	1.295000	87.931000	88.812000	
277.000000	0.000231	1.243000	92.178000	92.990000	1.289000	87.806000	88.985000	
278.000000	0.000219	1.245000	92.308000	93.056000	1.294000	87.231000	88.124000	
279.000000	0.000208	1.237000	92.265000	93.142000	1.286000	88.586000	89.673000	
280.000000	0.000198	1.250000	91.906000	92.904000	1.298000	87.929000	88.468000	
281.000000	0.000188	1.238000	92.680000	93.294000	1.299000	88.158000	89.329000	
282.000000	0.000178	1.249000	91.999000	92.643000	1.293000	88.137000	88.812000	
283.000000	0.000169	1.228000	93.566000	94.141000	1.305000	87.895000	88.640000	
284.000000	0.000161	1.232000	92.656000	93.446000	1.298000	87.731000	88.468000	
285.000000	0.000153	1.238000	93.388000	93.685000	1.298000	87.738000	88.640000	
286.000000	0.000146	1.242000	92.525000	93.186000	1.296000	87.348000	88.640000	
287.000000	0.000139	1.223000	93.024000	93.902000	1.313000	87.309000	87.952000	
288.000000	0.000133	1.243000	92.220000	92.600000	1.299000	87.855000	88.985000	
289.000000	0.000127	1.239000	92.223000	92.990000	1.283000	88.555000	89.501000	
290.000000	0.000122	1.247000	91.609000	92.687000	1.298000	87.212000	88.468000	
291.000000	0.000117	1.232000	93.182000	93.815000	1.308000	87.013000	88.124000	
292.000000	0.000113	1.238000	92.553000	93.490000	1.303000	87.290000	88.124000	
293.000000	0.000110	1.242000	92.572000	93.099000	1.300000	86.888000	88.468000	
294.000000	0.000107	1.236000	93.074000	93.620000	1.311000	86.674000	87.780000	
295.000000	0.000104	1.240000	92.479000	92.969000	1.298000	87.811000	88.124000	
296.000000	0.000102	1.238000	92.298000	93.316000	1.278000	88.794000	89.673000	
297.000000	0.000101	1.247000	91.838000	92.925000	1.297000	88.279000	88.985000	
298.000000	0.000100	1.221000	93.735000	94.162000	1.306000	87.053000	87.780000	
299.000000	0.000100	1.238000	91.946000	92.795000	1.284000	89.004000	89.673000	
